system:index,AOD,AtmosphericMoisture,BulkDensity,Clay,Copper,Elevation,Iron,LST,NDVI,NDWI,NO2,Nitrogen,Rain,SAVI,SO2,Sand,Slope,SoilMoisture,Temp,date,green_fraction,month,pH,year,.geo
22_477,0.696,17.4061678992378,1.35,21.8,0.5750000000000001,765,1.09,27.55666666666673,0.17857033,-0.14514887,4.169968118125686E-5,19.7,55.250916481018066,0.26782699778437585,4.8365824431920314E-4,57.5,0.833717,0.28041688,21.59414314693879,2020-11,0.5214949,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45926732797625,12.872273295768501]}"
22_478,0.5446,17.4061678992378,1.35,21.7,0.5760000000000001,767,1.085,26.83000000000004,0.120284945,-0.09504716,4.023555059418736E-5,19.5,55.250916481018066,0.18041220181876685,3.788311806548222E-4,57.6,0.8404534,0.28041688,21.59414314693879,2020-11,0.512632,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4637589043968,12.872273295768501]}"
22_479,0.631,17.4061678992378,1.36,19.8,0.6070000000000001,794,0.9900000000000001,25.11666666666673,0.15430701,-0.10274098,3.7764319266018665E-5,19.7,55.250916481018066,0.23141464422578584,3.8140288971761586E-4,60.7,1.3396617,0.28041688,21.59414314693879,2020-11,0.5257581,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.48621678649982,12.872273295768501]}"
22_480,0.6846666666666666,17.4061678992378,1.35,19.6,0.603,886,0.9800000000000001,25.736666666666736,0.16396531,-0.13429925,4.148665424392127E-5,18.8,52.018802642822266,0.24591409480760382,3.2042927452221405E-4,60.3,1.1227607,0.2722702,21.59414314693879,2020-11,0.5202518,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.53562412712637,12.872273295768501]}"
22_481,0.6083999999999999,17.150552664862744,1.35,19.4,0.609,885,0.97,26.403333333333364,0.26262313,-0.22184016,4.316300592586214E-5,21.0,63.59207820892334,0.3938903660751809,5.857412994038326E-5,60.9,1.5467436,0.2722702,21.170740911695702,2020-11,0.5375957,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55359043280879,12.872273295768501]}"
22_482,0.64075,17.150552664862744,1.35,21.7,0.5720000000000001,918,1.085,25.856666666666683,0.19092749,-0.15719308,4.4124630221626445E-5,23.1,63.59207820892334,0.28635842384031124,6.248360538544055E-5,57.2,1.4889331,0.2722702,21.170740911695702,2020-11,0.52550554,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56257358564994,12.872273295768501]}"
22_483,0.74975,17.150552664862744,1.35,24.3,0.5760000000000001,911,1.215,24.690000000000055,0.14436835,-0.12489546,3.87656982936644E-5,17.1,69.30093717575073,0.21652459432789853,1.407243988427035E-4,57.6,1.3318108,0.27447638,21.170740911695702,2020-11,0.5158768,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63893038480012,12.872273295768501]}"
22_484,0.6342000000000001,17.234542465209984,1.33,25.3,0.529,895,1.2650000000000001,24.410000000000025,0.21500455,-0.17864394,2.4873379154116622E-5,17.5,51.214460611343384,0.3224715704697185,4.697380096301402E-8,52.9,0.31911564,0.26735356,21.13248136308465,2020-11,0.53333926,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70181245468848,12.872273295768501]}"
22_485,0.59825,17.234542465209984,1.33,25.0,0.534,913,1.25,25.450000000000045,0.15262699,-0.122217655,2.1654955499602715E-5,20.9,51.214460611343384,0.22891455906623037,5.145335613338747E-5,53.4,0.68884546,0.26735356,21.13248136308465,2020-11,0.51027507,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73325348963266,12.872273295768501]}"
22_486,0.5885,17.234542465209984,1.35,24.6,0.531,904,1.2300000000000002,25.79000000000002,0.15268767,-0.12012813,2.1654955499602715E-5,20.0,51.214460611343384,0.22899479422468907,5.145335613338747E-5,53.1,0.77296966,0.26735356,21.13248136308465,2020-11,0.51561606,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73774506605326,12.872273295768501]}"
22_487,0.578,17.360207070244712,1.34,27.0,0.518,885,1.35,26.690000000000055,0.1482016,-0.11286698,2.334574509052545E-5,18.5,44.649441957473755,0.22227674593373292,-1.2703838148871692E-4,51.8,0.58508617,0.26735356,21.22472040388317,2020-11,0.5208103,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76020294815629,12.872273295768501]}"
22_488,0.5268333333333334,17.570653576321092,1.36,18.2,0.619,786,0.91,26.970000000000027,0.24990734,-0.20900701,3.783228882492509E-5,17.6,51.0775146484375,0.3748168843580643,-9.800266389237245E-6,61.9,1.9768076,0.27328137,21.788112873501234,2020-11,0.53517616,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3604526467231,12.867781719347903]}"
22_489,0.51375,17.570653576321092,1.35,20.4,0.593,807,1.02,27.150000000000034,0.25273034,-0.2331286,3.901660599446339E-5,19.9,51.0775146484375,0.3790584523523934,1.3963851772045252E-5,59.3,2.1586142,0.27328137,21.788112873501234,2020-11,0.531724,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.39189368166728,12.867781719347903]}"
22_490,0.5623333333333334,17.570653576321092,1.37,19.8,0.606,771,0.9900000000000001,27.963333333333367,0.288628,-0.22972213,3.7643514532490886E-5,17.0,56.676878929138184,0.4328716742612493,-2.1882886703133795E-5,60.6,0.36144444,0.28041688,21.788112873501234,2020-11,0.549045,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43231786945262,12.867781719347903]}"
22_491,0.8695,17.570653576321092,1.36,20.4,0.588,755,1.02,27.970000000000027,0.20864762,-0.16515069,3.8720902197956434E-5,21.4,56.676878929138184,0.3129178177471101,3.8860939619180315E-4,58.8,0.46753165,0.28041688,21.788112873501234,2020-11,0.52484107,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44579259871443,12.867781719347903]}"
22_492,0.5446,17.4061678992378,1.36,22.4,0.5710000000000001,768,1.1199999999999999,26.83000000000004,0.3001105,-0.24844274,3.7553986686550204E-5,20.3,55.250916481018066,0.4501156730093883,3.9912656286222116E-4,57.1,1.6309801,0.28041688,21.59414314693879,2020-11,0.5426175,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4637589043968,12.867781719347903]}"
22_493,0.6083999999999999,17.4061678992378,1.35,19.1,0.6070000000000001,870,0.9550000000000001,26.403333333333364,0.29910025,-0.24766685,4.319057370595672E-5,21.6,52.018802642822266,0.44857507935294905,3.732528713651872E-4,60.7,0.7351167,0.2722702,21.59414314693879,2020-11,0.5372122,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.54909885638818,12.867781719347903]}"
22_494,0.77475,17.150552664862744,1.34,23.7,0.5700000000000001,913,1.185,25.443333333333328,0.15682602,-0.13144188,3.9499392140526914E-5,20.5,69.30093717575073,0.23520533705637978,2.0752736483627062E-4,57.0,0.9444041,0.27447638,21.170740911695702,2020-11,0.5179959,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61198092627654,12.867781719347903]}"
22_495,0.72925,17.150552664862744,1.34,23.7,0.574,909,1.185,24.716666666666697,0.2414768,-0.19984454,3.6663816309808463E-5,18.5,69.30093717575073,0.3621738613785422,1.282022921619933E-4,57.4,0.740763,0.27447638,21.170740911695702,2020-11,0.53722334,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.64342196122072,12.867781719347903]}"
22_496,0.691,17.234542465209984,1.26,24.9,0.574,907,1.245,25.390000000000043,0.12268782,-0.081932455,3.2486820629127166E-5,46.1,65.24950456619263,0.1839986751470194,1.2163627095906893E-5,57.4,0.6382235,0.27447638,21.13248136308465,2020-11,0.52281415,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6748629961649,12.867781719347903]}"
22_497,0.60525,17.234542465209984,1.33,25.5,0.533,897,1.2750000000000001,25.690000000000055,0.20342425,-0.17152089,2.238519638147079E-5,17.1,51.214460611343384,0.3051083421885334,1.566419158420219E-4,53.3,0.36144444,0.26735356,21.13248136308465,2020-11,0.51984787,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7242703367915,12.867781719347903]}"
22_498,0.5885,17.234542465209984,1.33,25.1,0.528,904,1.2550000000000001,25.79000000000002,0.110163786,-0.08271669,2.1338161405336123E-5,20.1,51.214460611343384,0.16523115428470467,7.18483242102336E-5,52.8,0.59741485,0.26735356,21.13248136308465,2020-11,0.508257,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74223664247387,12.867781719347903]}"
22_499,0.578,17.360207070244712,1.35,27.5,0.513,892,1.375,26.690000000000055,0.39142853,-0.32947853,2.2970015170935087E-5,17.8,44.649441957473755,0.5870629178578318,6.671113434307377E-6,51.3,0.9260147,0.26735356,21.22472040388317,2020-11,0.58523893,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76020294815629,12.867781719347903]}"
22_500,0.5064285714285715,17.360207070244712,1.37,29.1,0.49,869,1.455,27.600000000000023,0.2423258,-0.2032544,2.038482060064417E-5,17.7,44.649441957473755,0.36343799137780247,3.796649430200929E-5,49.0,0.5424048,0.26735356,21.22472040388317,2020-11,0.53926337,22.0,6.7,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78715240667987,12.867781719347903]}"
22_501,0.47683333333333333,17.320941119723898,1.32,18.3,0.62,807,0.915,25.810000000000002,0.18047798,-0.1515548,3.2696063088140215E-5,22.2,49.8274199962616,0.27068635470206304,2.1425716099008737E-4,62.0,0.8775795,0.27328137,21.697943602667976,2020-11,0.52304304,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34697791746129,12.863290142927305]}"
22_502,0.627,17.570653576321092,1.37,18.3,0.608,779,0.915,27.24333333333334,0.15429598,-0.12614474,3.7643514532490886E-5,17.3,56.676878929138184,0.23141437405402565,-2.1882886703133795E-5,60.8,0.97912496,0.28041688,21.788112873501234,2020-11,0.51512384,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43231786945262,12.863290142927305]}"
22_503,0.6446666666666666,17.570653576321092,1.36,20.1,0.59,752,1.0050000000000001,26.61666666666673,0.21359535,-0.16985293,3.8720902197956434E-5,21.3,56.676878929138184,0.3203517384555757,3.8860939619180315E-4,59.0,0.77511245,0.28041688,21.788112873501234,2020-11,0.5263317,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.44579259871443,12.863290142927305]}"
22_504,0.5966666666666667,17.4061678992378,1.38,23.1,0.563,772,1.155,26.450000000000045,0.34922257,-0.29122937,3.7553986686550204E-5,20.7,55.250916481018066,0.5237765957761905,3.9912656286222116E-4,56.3,1.0582591,0.28041688,21.59414314693879,2020-11,0.5537331,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.4637589043968,12.863290142927305]}"
22_505,0.7025,17.234542465209984,1.33,23.5,0.5870000000000001,908,1.175,28.310000000000002,0.17454231,-0.15447216,3.2486820629127166E-5,20.4,65.24950456619263,0.26178069778340857,1.2163627095906893E-5,58.7,0.23784146,0.27447638,21.13248136308465,2020-11,0.5278813,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.6703714197443,12.863290142927305]}"
22_506,0.6495,17.234542465209984,1.33,25.2,0.53,899,1.26,23.900000000000034,0.17810392,-0.1442873,2.553980558944721E-5,16.6,51.214460611343384,0.2671296555581326,2.2446710876856564E-4,53.0,0.9013535,0.26735356,21.13248136308465,2020-11,0.5268342,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.70630403110908,12.863290142927305]}"
22_507,0.5656,17.234542465209984,1.33,25.5,0.53,907,1.2750000000000001,26.58000000000004,0.15474448,-0.12309265,2.159901031295673E-5,20.4,51.214460611343384,0.2320967090352417,1.3914021780882672E-4,53.0,0.97388196,0.26735356,21.13248136308465,2020-11,0.51248723,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73325348963266,12.863290142927305]}"
22_508,0.5482,17.234542465209984,1.34,24.5,0.528,899,1.225,26.29000000000002,0.14498296,-0.11474541,2.1338161405336123E-5,17.4,51.214460611343384,0.21745157870288667,7.18483242102336E-5,52.8,0.39087927,0.26735356,21.13248136308465,2020-11,0.5148026,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74223664247387,12.863290142927305]}"
22_509,0.48533333333333334,17.360207070244712,1.38,27.9,0.48600000000000004,866,1.395,28.230000000000018,0.24076317,-0.20208634,2.1033389052079276E-5,17.8,45.54941511154175,0.36109895105754636,6.58995188278299E-5,48.6,0.46373534,0.27392885,21.22472040388317,2020-11,0.5424102,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.80961028878284,12.863290142927305]}"
22_510,0.627,17.570653576321092,1.36,17.7,0.616,775,0.885,27.24333333333334,0.21218382,-0.17053606,3.8034999469406694E-5,16.8,56.676878929138184,0.31822703501012906,1.1315512441738905E-4,61.6,0.985362,0.28041688,21.788112873501234,2020-11,0.5299799,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42782629303201,12.858798566506707]}"
22_511,0.627,17.570653576321092,1.37,18.3,0.611,775,0.915,27.24333333333334,0.22789319,-0.18454853,3.4542693404783315E-5,17.2,56.676878929138184,0.3417854863239403,6.149709071162256E-5,61.1,0.99773777,0.28041688,21.788112873501234,2020-11,0.53529847,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43231786945262,12.858798566506707]}"
22_512,0.59025,17.4061678992378,1.36,21.6,0.578,808,1.08,21.356666666666683,0.24551363,-0.18210259,3.7614020358453255E-5,22.2,55.250916481018066,0.3682288170645704,3.9894104457801135E-4,57.8,1.8435241,0.28041688,21.59414314693879,2020-11,0.535901,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49969151576158,12.858798566506707]}"
22_513,0.5655,17.4061678992378,1.35,21.1,0.5860000000000001,819,1.0550000000000002,23.750000000000057,0.2120833,-0.16079131,4.044026762671864E-5,22.5,52.018802642822266,0.3180749685886906,4.4482323109506193E-4,58.6,2.0931444,0.28041688,21.59414314693879,2020-11,0.5222605,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50418309218219,12.858798566506707]}"
22_514,0.534,17.150552664862744,1.35,20.7,0.5770000000000001,905,1.035,25.55000000000001,0.15060112,-0.13106537,3.568667915992189E-5,18.9,63.59207820892334,0.22587271522799687,2.060806077908476E-4,57.7,1.3868189,0.2722702,21.170740911695702,2020-11,0.5186454,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56257358564994,12.858798566506707]}"
22_515,0.6865,17.150552664862744,1.35,24.2,0.5660000000000001,910,1.21,25.130000000000052,0.13940094,-0.12566763,3.59932684900818E-5,21.6,69.30093717575073,0.2090815052545569,2.378853618108725E-4,56.6,0.54239345,0.27447638,21.170740911695702,2020-11,0.5179088,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60299777343533,12.858798566506707]}"
22_516,0.73075,17.150552664862744,1.35,23.3,0.5660000000000001,918,1.165,25.103333333333353,0.2534228,-0.19983089,3.5916882658448914E-5,19.7,69.30093717575073,0.3800778759493817,7.533690240495017E-5,56.6,0.89182276,0.27447638,21.170740911695702,2020-11,0.5462731,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.61647250269715,12.858798566506707]}"
22_517,0.73075,17.150552664862744,1.35,22.7,0.562,912,1.135,25.103333333333353,0.16894498,-0.13196039,3.5457538385835E-5,19.7,69.30093717575073,0.25338289048221596,1.311366074501004E-4,56.2,0.883836,0.27447638,21.170740911695702,2020-11,0.52435726,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62096407911775,12.858798566506707]}"
22_518,0.7285,17.150552664862744,1.35,22.7,0.56,906,1.135,24.936666666666724,0.21797353,-0.16942014,3.5457538385835E-5,18.2,69.30093717575073,0.3269099192601012,1.311366074501004E-4,56.0,0.63818204,0.27447638,21.170740911695702,2020-11,0.531856,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62545565553836,12.858798566506707]}"
22_519,0.7285,17.150552664862744,1.36,23.8,0.554,902,1.1900000000000002,24.936666666666724,0.16159472,-0.11931099,3.5457538385835E-5,18.9,69.30093717575073,0.24235131637547758,1.311366074501004E-4,55.4,0.8775484,0.27447638,21.170740911695702,2020-11,0.5223194,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62994723195891,12.858798566506707]}"
22_520,0.7543333333333334,17.234542465209984,1.33,23.1,0.5720000000000001,933,1.155,24.670000000000016,0.22129832,-0.18213904,3.535136173775087E-5,24.5,65.24950456619263,0.3318997412001867,-2.0743669718630218E-5,57.2,0.34442154,0.27447638,21.13248136308465,2020-11,0.5228361,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65240511406193,12.858798566506707]}"
22_521,0.5656,17.234542465209984,1.33,25.9,0.528,907,1.295,26.58000000000004,0.250699,-0.21132636,2.2850479881222382E-5,19.8,51.214460611343384,0.3760017636607758,2.536209773593733E-4,52.8,0.28983843,0.26735356,21.13248136308465,2020-11,0.53155917,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.72876191321205,12.858798566506707]}"
22_522,0.5482,17.234542465209984,1.33,24.8,0.523,895,1.2400000000000002,26.29000000000002,0.26470676,-0.21977007,2.0373135869498655E-5,18.6,51.214460611343384,0.3970063537141362,2.431594507523882E-4,52.3,0.70567423,0.26735356,21.13248136308465,2020-11,0.536414,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.73774506605326,12.858798566506707]}"
22_523,0.566,17.360207070244712,1.33,25.5,0.519,896,1.2750000000000001,26.940000000000055,0.26467916,-0.2558391,2.1811134289104256E-5,19.6,44.649441957473755,0.39696698580942397,1.2762838713635638E-4,51.9,0.85034394,0.26735356,21.22472040388317,2020-11,0.52445185,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75571137173569,12.858798566506707]}"
22_524,0.5695,17.360207070244712,1.34,26.1,0.524,893,1.3050000000000002,28.82000000000005,0.19192393,-0.1624541,2.2877399358586675E-5,18.6,44.649441957473755,0.2878357405756455,1.5239925855785492E-5,52.4,0.5570072,0.26735356,21.22472040388317,2020-11,0.5199245,22.0,6.7,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77367767741805,12.858798566506707]}"
22_525,0.48533333333333334,17.360207070244712,1.38,27.6,0.483,872,1.3800000000000001,28.230000000000018,0.18166128,-0.14975244,2.009312532427078E-5,18.5,45.54941511154175,0.2724602647264468,1.604064881349557E-4,48.3,0.8105764,0.27392885,21.22472040388317,2020-11,0.5243647,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.80961028878284,12.858798566506707]}"
22_526,0.513,17.570653576321092,1.37,20.3,0.5870000000000001,773,1.0150000000000001,27.11666666666673,0.21837972,-0.1699842,3.7054225247317104E-5,17.9,51.0775146484375,0.3275256486482072,5.499930721685577E-5,58.7,1.2210081,0.27328137,21.788112873501234,2020-11,0.5339997,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.36494422314365,12.854306990086108]}"
22_527,0.5814,17.570653576321092,1.38,18.2,0.598,754,0.91,26.78000000000003,0.14547928,-0.11389665,3.4542693404783315E-5,17.1,56.676878929138184,0.21818779082191406,6.149709071162256E-5,59.8,1.5077531,0.28041688,21.788112873501234,2020-11,0.51618105,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.43680944587322,12.854306990086108]}"
22_528,0.572,17.4061678992378,1.35,22.7,0.5650000000000001,797,1.135,23.696666666666715,0.14421186,-0.10465159,4.044026762671864E-5,19.3,52.018802642822266,0.21629245285547738,4.4482323109506193E-4,56.5,1.4152914,0.28041688,21.59414314693879,2020-11,0.5200389,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50418309218219,12.854306990086108]}"
22_529,0.7535,17.150552664862744,1.35,24.1,0.557,923,1.205,24.130000000000052,0.13939299,-0.104604855,3.767254025512005E-5,23.2,63.59207820892334,0.20906097143988567,2.697102885210108E-4,55.7,0.77291495,0.2722702,21.170740911695702,2020-11,0.52610373,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58952304417357,12.854306990086108]}"
22_530,0.716,17.150552664862744,1.36,23.6,0.5529999999999999,916,1.1800000000000002,25.850000000000023,0.17030376,-0.13387124,3.5457538385835E-5,19.1,69.30093717575073,0.25542524239805703,1.311366074501004E-4,55.3,1.2970661,0.27447638,21.170740911695702,2020-11,0.5206959,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.62994723195891,12.854306990086108]}"
22_531,0.5287999999999999,17.360207070244712,1.37,26.4,0.521,885,1.32,28.380000000000052,0.15693463,-0.12931535,1.931699935113555E-5,17.5,44.649441957473755,0.2353775482398589,1.2054808015978822E-4,52.1,0.41519254,0.27392885,21.22472040388317,2020-11,0.5182691,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.79613555952102,12.854306990086108]}"
22_532,0.57025,17.695119179619667,1.37,22.9,0.56,766,1.145,26.356666666666683,0.20542856,-0.13671172,3.582021814181787E-5,19.5,55.1898307800293,0.30807241866329016,3.1609548502931745E-4,56.0,0.45753938,0.28041688,21.934212048848508,2020-11,0.54565287,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.49070836292043,12.84981541366551]}"
22_533,0.5202,17.695119179619667,1.35,21.5,0.573,835,1.075,25.450000000000045,0.21951117,-0.18996006,3.8178963840540006E-5,19.7,45.7724130153656,0.32923216803059135,2.9070134952495844E-4,57.3,1.9571309,0.2722702,21.934212048848508,2020-11,0.52567506,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.517657821444,12.84981541366551]}"
22_534,0.4718,17.28272226121686,1.34,22.8,0.559,881,1.1400000000000001,25.77000000000004,0.20401569,-0.16187114,3.437955204689244E-5,22.4,52.451364278793335,0.30597680526236826,2.7225500817955637E-4,55.9,1.3875675,0.2722702,21.36092103322352,2020-11,0.5219773,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.55359043280879,12.84981541366551]}"
22_535,0.4868,17.28272226121686,1.34,21.3,0.569,913,1.0650000000000002,24.763333333333378,0.08440261,-0.058894277,3.370989699720229E-5,24.5,52.451364278793335,0.12659258871510098,1.0943582631399635E-4,56.9,1.8692325,0.2722702,21.36092103322352,2020-11,0.50803757,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56706516207055,12.84981541366551]}"
22_536,0.5172,17.28272226121686,1.33,23.7,0.547,934,1.185,24.98333333333335,0.20216954,-0.1615113,3.4052718512844524E-5,24.8,52.451364278793335,0.3032203201743688,1.8345202502797813E-4,54.7,1.9825995,0.2722702,21.36092103322352,2020-11,0.52412623,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.57155673849115,12.84981541366551]}"
22_537,0.72625,17.28272226121686,1.36,23.1,0.551,934,1.155,24.183333333333337,0.19698553,-0.157368,3.539785287001125E-5,27.4,52.451364278793335,0.2954242522010338,2.058720967003281E-4,55.1,1.1946161,0.2722702,21.36092103322352,2020-11,0.51998955,22.0,6.2,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.58503146775297,12.84981541366551]}"
22_538,0.73825,17.28272226121686,1.35,23.2,0.5579999999999999,931,1.16,23.763333333333378,0.23603739,-0.20338205,3.527966041372562E-5,23.2,52.451364278793335,0.35401396895982096,2.0600905627019502E-4,55.8,0.5508368,0.2722702,21.36092103322352,2020-11,0.53404295,22.0,6.4,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59401462059412,12.84981541366551]}"
22_539,0.73825,17.28272226121686,1.35,22.8,0.56,927,1.1400000000000001,23.763333333333378,0.2735231,-0.23077053,3.527966041372562E-5,25.9,52.451364278793335,0.4102333271774776,2.0600905627019502E-4,56.0,0.88135374,0.2722702,21.36092103322352,2020-11,0.5459355,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59850619701473,12.84981541366551]}"
22_540,0.647,17.28272226121686,1.35,24.6,0.556,917,1.2300000000000002,23.430000000000007,0.2517635,-0.21867083,3.41614903964204E-5,21.8,55.321208000183105,0.3776016321745746,1.7334061175776108E-4,55.6,0.59173214,0.27447638,21.36092103322352,2020-11,0.5344306,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.60299777343533,12.84981541366551]}"
22_541,0.659,17.28272226121686,1.35,22.0,0.5650000000000001,918,1.1,27.08000000000004,0.17992702,-0.14980891,3.1898683598653594E-5,21.8,55.321208000183105,0.26986280843771276,5.7493397152161926E-5,56.5,0.81005245,0.27447638,21.36092103322352,2020-11,0.5224576,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63443880837951,12.84981541366551]}"
22_542,0.7696666666666666,17.2024325476753,1.35,22.0,0.573,926,1.1,27.440000000000055,0.06406166,-0.04672518,3.377696134798783E-5,19.2,55.65879249572754,0.0960824998551239,9.782578697634735E-5,57.3,0.7080678,0.27447638,21.184369383917897,2020-11,0.5071817,22.0,6.3,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65689669048254,12.84981541366551]}"
22_543,0.436,17.293982569376624,1.34,26.1,0.512,900,1.3050000000000002,27.600000000000023,0.19744775,-0.16985296,2.007255513744318E-5,18.7,44.68287944793701,0.2961376215214266,9.176900688037794E-5,51.2,0.45753938,0.26735356,21.24546693166093,2020-11,0.5186561,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.76469452457684,12.84981541366551]}"
22_544,0.538,17.293982569376624,1.36,25.4,0.538,876,1.27,28.410000000000025,0.1774257,-0.15099853,1.974330527375971E-5,18.3,44.68287944793701,0.26610318074531397,1.9320286548117684E-4,53.8,0.23937313,0.26735356,21.24546693166093,2020-11,0.51738757,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.78715240667987,12.84981541366551]}"
22_545,0.5277999999999999,17.827587170071126,1.36,17.5,0.629,749,0.875,27.11666666666673,0.18532345,-0.15104747,3.451794440929386E-5,16.3,57.79833936691284,0.2779496599366076,8.10794807960169E-5,62.9,1.426661,0.28041688,22.192873615688768,2020-11,0.5264492,22.0,6.6,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.42782629303201,12.84532383724492]}"
22_546,0.597,17.695119179619667,1.4,23.4,0.56,765,1.17,26.943333333333328,0.2373917,-0.20705938,3.2051295972364945E-5,19.0,55.1898307800293,0.35603470964404726,3.5531246702349956E-4,56.0,1.1156044,0.28041688,21.934212048848508,2020-11,0.52951443,22.0,6.5,2020,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45926732797625,12.84532383724492]}"
